Text_ID,Sent_ID,Word_Number,Word,POS_Tag
1,1,1,There,EX
1,1,2,are,VBP
1,1,3,now,RB
1,1,4,rumblings,NNS
1,1,5,that,IN
1,1,6,Apple,NNP
1,1,7,might,MD
1,1,8,soon,RB
1,1,9,invade,VB
1,1,10,the,DT
1,1,11,smart,JJ
1,1,12,watch space,NN
1,1,13,",",","
1,1,14,though,IN
1,1,15,the,DT
1,1,16,company,NN
1,1,17,is,VBZ
1,1,18,maintaining,VBG
1,1,19,its,PRP$
1,1,20,customary,JJ
1,1,21,silence,NN
1,1,22,.,.
1,2,1,The,DT
1,2,2,watch,NN
1,2,3,doesn,VBZ
1,2,4,' t,RB
1,2,5,have,VB
1,2,6,a,DT
1,2,7,microphone,NN
1,2,8,or,CC
1,2,9,speaker,NN
1,2,10,",",","
1,2,11,but,CC
1,2,12,you,PRP
1,2,13,can,MD
1,2,14,use,VB
1,2,15,it,PRP
1,2,16,to,TO
1,2,17,control,VB
1,2,18,the,DT
1,2,19,music,NN
1,2,20,on,IN
1,2,21,your,PRP$
1,2,22,phone,NN
1,2,23,.,.
1,3,1,You,PRP
1,3,2,can,MD
1,3,3,glance,VB
1,3,4,at,IN
1,3,5,the,DT
1,3,6,watch face,NN
1,3,7,to,TO
1,3,8,view,VB
1,3,9,the,DT
1,3,10,artist,NN
1,3,11,and,CC
1,3,12,title,NN
1,3,13,of,IN
1,3,14,a,DT
1,3,15,song,NN
1,3,16,.,.
2,4,1,Two,CD
2,4,2,days,NNS
2,4,3,later,RB
2,4,4,",",","
2,4,5,the,DT
2,4,6,British,JJ
2,4,7,astronomer,NN
2,4,8,Richard Carrington,NNP
2,4,9,was,VBD
2,4,10,observing,VBG
2,4,11,the,DT
2,4,12,interesting,JJ
2,4,13,sunspot group,NN
2,4,14,through,IN
2,4,15,his,PRP$
2,4,16,telescope,NN
2,4,17,when,WRB
2,4,18,he,PRP
2,4,19,saw,VBD
2,4,20,what,WP
2,4,21,he,PRP
2,4,22,described,VBD
2,4,23,as,IN
2,4,24,"""",LRB-
2,4,25,two,CD
2,4,26,patches,NNS
2,4,27,of,IN
2,4,28,intensely,RB
2,4,29,bright,JJ
2,4,30,and,CC
2,4,31,white,JJ
2,4,32,light,NN
2,4,33,"""",RRB-
2,4,34,over,IN
2,4,35,the,DT
2,4,36,sunspots,NNS
2,4,37,.,.
2,5,1,He,PRP
2,5,2,jotted,VBD
2,5,3,a,DT
2,5,4,note,NN
2,5,5,in,IN
2,5,6,his,PRP$
2,5,7,painstaking,JJ
2,5,8,record,NN
2,5,9,.,.
2,6,1,That,DT
2,6,2,night,NN
2,6,3,there,EX
2,6,4,was,VBD
2,6,5,scarcely,RB
2,6,6,a,DT
2,6,7,square,JJ
2,6,8,inch,NN
2,6,9,of,IN
2,6,10,earth,NN
2,6,11,that,WDT
2,6,12,was,VBD
2,6,13,not,RB
2,6,14,illuminated,VBN
2,6,15,by,IN
2,6,16,aurora,NN
2,6,17,.,.
3,7,1,I,PRP
3,7,2,agree,VBP
3,7,3,that,IN
3,7,4,California,NNP
3,7,5,',POS
3,7,6,s,PRP$
3,7,7,"""",LRB-
3,7,8,three,CD
3,7,9,strikes,NNS
3,7,10,and,CC
3,7,11,you,PRP
3,7,12,' re,VBP
3,7,13,out,IN
3,7,14,"""",RRB-
3,7,15,law,NN
3,7,16,will,MD
3,7,17,be,VB
3,7,18,a,DT
3,7,19,financial,JJ
3,7,20,disaster,NN
3,7,21,for,IN
3,7,22,taxpayers,NNS
3,7,23,who,WP
3,7,24,care,VBP
3,7,25,about,IN
3,7,26,education,NN
3,7,27,and,CC
3,7,28,other vital,JJ
3,7,29,services,NNS
3,7,30,.,.
3,8,1,But,CC
3,8,2,it,PRP
3,8,3,' s,VBZ
3,8,4,far,RB
3,8,5,from,IN
3,8,6,clear,JJ
3,8,7,that,IN
3,8,8,the,DT
3,8,9,law,NN
3,8,10,can,MD
3,8,11,even,RB
3,8,12,be,VB
3,8,13,credited,VBN
3,8,14,with,IN
3,8,15,a,DT
3,8,16,reduction,NN
3,8,17,in,IN
3,8,18,crime,NN
3,8,19,in,IN
3,8,20,California,NNP
3,8,21,.,.
3,9,1,While,IN
3,9,2,it,PRP
3,9,3,' s,VBZ
3,9,4,true,JJ
3,9,5,that,DT
3,9,6,crime,NN
3,9,7,declined,VBD
3,9,8,in,IN
3,9,9,California,NNP
3,9,10,last,JJ
3,9,11,year,NN
3,9,12,",",","
3,9,13,crime,NN
3,9,14,also,RB
3,9,15,dropped,VBD
3,9,16,nationwide,RB
3,9,17,.,.
4,10,1,Liza,NNP
4,10,2,was,VBD
4,10,3,in,IN
4,10,4,a,DT
4,10,5,bad,JJ
4,10,6,temper,NN
4,10,7,",",","
4,10,8,for,IN
4,10,9,she,PRP
4,10,10,was,VBD
4,10,11,mixing,VBG
4,10,12,the,DT
4,10,13,Christmas,NNP
4,10,14,puddings,NNS
4,10,15,in,IN
4,10,16,the,DT
4,10,17,kitchen,NN
4,10,18,",",","
4,10,19,and,CC
4,10,20,had,VBD
4,10,21,been drawn,VBN
4,10,22,from,IN
4,10,23,them,PRP
4,10,24,",",","
4,10,25,with,IN
4,10,26,a,DT
4,10,27,raisin,NN
4,10,28,still,RB
4,10,29,on,IN
4,10,30,her,PRP$
4,10,31,cheek,NN
4,10,32,",",","
4,10,33,by,IN
4,10,34,Nana,NNP
4,10,35,',POS
4,10,36,s,PRP$
4,10,37,absurd,JJ
4,10,38,suspicions,NNS
4,10,39,.,.
4,11,1,She,PRP
4,11,2,thought,VBD
4,11,3,the,DT
4,11,4,best,JJS
4,11,5,way,NN
4,11,6,of,IN
4,11,7,getting,VBG
4,11,8,a,DT
4,11,9,little,JJ
4,11,10,quiet,NN
4,11,11,was,VBD
4,11,12,to,TO
4,11,13,take,VB
4,11,14,Nana,NNP
4,11,15,to,TO
4,11,16,the,DT
4,11,17,nursery,NN
4,11,18,for,IN
4,11,19,a,DT
4,11,20,moment,NN
4,11,21,",",","
4,11,22,but,CC
4,11,23,in,IN
4,11,24,custody,NN
4,11,25,of,IN
4,11,26,course,NN
4,11,27,.,.
5,12,1,Mrs,NNP
5,12,2,.,.
5,13,1,Darling,NNP
5,13,2,quivered,VBD
5,13,3,and,CC
5,13,4,went,VBD
5,13,5,to,TO
5,13,6,the,DT
5,13,7,window,NN
5,13,8,.,.
5,14,1,It,PRP
5,14,2,was,VBD
5,14,3,securely,RB
5,14,4,fastened,VBN
5,14,5,.,.
5,15,1,She,PRP
5,15,2,looked,VBD
5,15,3,out,RB
5,15,4,",",","
5,15,5,and,CC
5,15,6,the,DT
5,15,7,night,NN
5,15,8,was,VBD
5,15,9,peppered,VBN
5,15,10,with,IN
5,15,11,stars,NNS
5,15,12,.,.
5,16,1,They,PRP
5,16,2,were,VBD
5,16,3,crowding,VBG
5,16,4,round,IN
5,16,5,the,DT
5,16,6,house,NN
5,16,7,",",","
5,16,8,as if,IN
5,16,9,curious,JJ
5,16,10,to,TO
5,16,11,see,VB
5,16,12,what,WP
5,16,13,was,VBD
5,16,14,to,TO
5,16,15,take,VB
5,16,16,place,NN
5,16,17,there,RB
5,16,18,",",","
5,16,19,but,CC
5,16,20,she,PRP
5,16,21,did,VBD
5,16,22,not,RB
5,16,23,notice,VB
5,16,24,this,DT
5,16,25,",",","
5,16,26,nor,CC
5,16,27,that,IN
5,16,28,one,CD
5,16,29,or,CC
5,16,30,two,CD
5,16,31,of,IN
5,16,32,the,DT
5,16,33,smaller,JJR
5,16,34,ones,NNS
5,16,35,winked,VBD
5,16,36,at,IN
5,16,37,her,PRP
5,16,38,.,.
6,17,1,Seeing,VBG
6,17,2,Peter,NNP
6,17,3,slowly,RB
6,17,4,advancing,VBG
6,17,5,upon,IN
6,17,6,him,PRP
6,17,7,through,IN
6,17,8,the,DT
6,17,9,air,NN
6,17,10,with,IN
6,17,11,dagger,NN
6,17,12,poised,VBN
6,17,13,",",","
6,17,14,he,PRP
6,17,15,sprang,VBD
6,17,16,upon,IN
6,17,17,the,DT
6,17,18,bulwarks,NNS
6,17,19,to,TO
6,17,20,cast,VB
6,17,21,himself,PRP
6,17,22,into,IN
6,17,23,the,DT
6,17,24,sea,NN
6,17,25,.,.
6,18,1,He,PRP
6,18,2,did,VBD
6,18,3,not,RB
6,18,4,know,VB
6,18,5,that,IN
6,18,6,the,DT
6,18,7,crocodile,NN
6,18,8,was,VBD
6,18,9,waiting,VBG
6,18,10,for,IN
6,18,11,him,PRP
6,18,12,;,:
6,18,13,for,IN
6,18,14,we,PRP
6,18,15,purposely,RB
6,18,16,stopped,VBD
6,18,17,the,DT
6,18,18,clock,NN
6,18,19,that,IN
6,18,20,this,DT
6,18,21,knowledge,NN
6,18,22,might,MD
6,18,23,be,VB
6,18,24,spared,VBN
6,18,25,him,PRP
6,18,26,:,:
6,18,27,a,DT
6,18,28,little,JJ
6,18,29,mark,NN
6,18,30,of,IN
6,18,31,respect,NN
6,18,32,from,IN
6,18,33,us,PRP
6,18,34,at,IN
6,18,35,the,DT
6,18,36,end,NN
6,18,37,.,.
7,19,1,Dorothy,NNP
7,19,2,didn,VBD
7,19,3,' t,RB
7,19,4,know,VB
7,19,5,.,.
7,20,1,She,PRP
7,20,2,looked,VBD
7,20,3,around,IN
7,20,4,her,PRP
7,20,5,anxiously,RB
7,20,6,for,IN
7,20,7,some,DT
7,20,8,familiar,JJ
7,20,9,landmark,NN
7,20,10,;,:
7,20,11,but,CC
7,20,12,everything,NN
7,20,13,was,VBD
7,20,14,strange,JJ
7,20,15,.,.
7,21,1,Between,IN
7,21,2,the,DT
7,21,3,branches,NNS
7,21,4,of,IN
7,21,5,the,DT
7,21,6,many,JJ
7,21,7,roads,NNS
7,21,8,were,VBD
7,21,9,green,JJ
7,21,10,meadows,NNS
7,21,11,and,CC
7,21,12,a,DT
7,21,13,few,JJ
7,21,14,shrubs,NNS
7,21,15,and,CC
7,21,16,trees,NNS
7,21,17,",",","
7,21,18,but,CC
7,21,19,she,PRP
7,21,20,couldn,VBD
7,21,21,' t,RB
7,21,22,see,VB
7,21,23,the,DT
7,21,24,farm,NN
7,21,25,-,:
7,21,26,house,NN
7,21,27,from,IN
7,21,28,which,WDT
7,21,29,she,PRP
7,21,30,had,VBD
7,21,31,just,RB
7,21,32,come,VBN
7,21,33,",",","
7,21,34,or,CC
7,21,35,anything,NN
7,21,36,she,PRP
7,21,37,had,VBD
7,21,38,ever,RB
7,21,39,seen,VBN
7,21,40,before,RB
7,21,41,",",","
7,21,42,except,IN
7,21,43,the,DT
7,21,44,shaggy,JJ
7,21,45,man,NN
7,21,46,and,CC
7,21,47,Toto,NNP
7,21,48,.,.
8,22,1,The,DT
8,22,2,human,JJ
8,22,3,body,NN
8,22,4,can,MD
8,22,5,tolerate,VB
8,22,6,only,RB
8,22,7,a,DT
8,22,8,small,JJ
8,22,9,range,NN
8,22,10,of,IN
8,22,11,temperature,NN
8,22,12,",",","
8,22,13,especially,RB
8,22,14,when,WRB
8,22,15,the,DT
8,22,16,person,NN
8,22,17,is,VBZ
8,22,18,engaged,VBN
8,22,19,in,IN
8,22,20,vigorous,JJ
8,22,21,activity,NN
8,22,22,.,.
8,23,1,Heat,NN
8,23,2,reactions,NNS
8,23,3,usually,RB
8,23,4,occur,VBP
8,23,5,when,WRB
8,23,6,large,JJ
8,23,7,amounts,NNS
8,23,8,of,IN
8,23,9,water,NN
8,23,10,and,CC
8,23,11,/,:
8,23,12,or,CC
8,23,13,salt,NN
8,23,14,are,VBP
8,23,15,lost,VBN
8,23,16,through,IN
8,23,17,excessive,JJ
8,23,18,sweating,NN
8,23,19,following,VBG
8,23,20,strenuous,JJ
8,23,21,exercise,NN
8,23,22,.,.
8,24,1,When,WRB
8,24,2,the,DT
8,24,3,body,NN
8,24,4,becomes,VBZ
8,24,5,overheated,VBN
8,24,6,and,CC
8,24,7,cannot,MD
8,24,8,eliminate,VB
8,24,9,this,DT
8,24,10,excess,JJ
8,24,11,heat,NN
8,24,12,",",","
8,24,13,heat exhaustion,NN
8,24,14,and,CC
8,24,15,heat stroke,NN
8,24,16,are,VBP
8,24,17,possible,JJ
8,24,18,.,.
9,25,1,It,PRP
9,25,2,was,VBD
9,25,3,a,DT
9,25,4,forbidding,JJ
9,25,5,challenge,NN
9,25,6,",",","
9,25,7,and,CC
9,25,8,it,PRP
9,25,9,says,VBZ
9,25,10,much,JJ
9,25,11,for,IN
9,25,12,Winstanley,NNP
9,25,13,',POS
9,25,14,s,PRP$
9,25,15,persuasive,JJ
9,25,16,abilities,NNS
9,25,17,",",","
9,25,18,not,RB
9,25,19,to,TO
9,25,20,mention,VB
9,25,21,his,PRP$
9,25,22,self,NN
9,25,23,-,:
9,25,24,confidence,NN
9,25,25,",",","
9,25,26,that,IN
9,25,27,the,DT
9,25,28,admiralty,NN
9,25,29,agreed,VBD
9,25,30,to,TO
9,25,31,fund,VB
9,25,32,him,PRP
9,25,33,.,.
9,26,1,No,DT
9,26,2,lighthouse,NN
9,26,3,had,VBD
9,26,4,ever,RB
9,26,5,been built,VBN
9,26,6,out,IN
9,26,7,to,TO
9,26,8,sea,NN
9,26,9,on,IN
9,26,10,an,DT
9,26,11,isolated,JJ
9,26,12,rock,NN
9,26,13,before,RB
9,26,14,.,.
9,27,1,The,DT
9,27,2,Eddystone,NNP
9,27,3,is,VBZ
9,27,4,hard,JJ
9,27,5,enough,RB
9,27,6,to,TO
9,27,7,avoid,VB
9,27,8,",",","
9,27,9,but,CC
9,27,10,landing,VBG
9,27,11,on,IN
9,27,12,it,PRP
9,27,13,is,VBZ
9,27,14,a,DT
9,27,15,separate,JJ
9,27,16,challenge,NN
9,27,17,entirely,RB
9,27,18,.,.
10,28,1,A,DT
10,28,2,clergyman,NN
10,28,3,remarked,VBD
10,28,4,to,TO
10,28,5,him,PRP
10,28,6,",",","
10,28,7,"""",LRB-
10,28,8,The,DT
10,28,9,Lord,NNP
10,28,10,is,VBZ
10,28,11,on,IN
10,28,12,our,PRP$
10,28,13,side,NN
10,28,14,". """,.
10,29,1,I,PRP
10,29,2,am,VBP
10,29,3,not,RB
10,29,4,at,IN
10,29,5,all,DT
10,29,6,concerned,VBN
10,29,7,about,IN
10,29,8,that,DT
10,29,9,",",","
10,29,10,replied,VBD
10,29,11,Mr,NNP
10,29,12,.,.
10,29,13,Lincoln,NNP
10,29,14,"; """,:
10,29,15,for,IN
10,29,16,I,PRP
10,29,17,know,VBP
10,29,18,that,IN
10,29,19,the,DT
10,29,20,Lord,NNP
10,29,21,is,VBZ
10,29,22,always,RB
10,29,23,on,IN
10,29,24,the,DT
10,29,25,side,NN
10,29,26,of,IN
10,29,27,the,DT
10,29,28,right,NN
10,29,29,.,.
10,30,1,But,CC
10,30,2,it,PRP
10,30,3,is,VBZ
10,30,4,my,PRP$
10,30,5,constant,JJ
10,30,6,anxiety,NN
10,30,7,and,CC
10,30,8,prayer,NN
10,30,9,that,IN
10,30,10,I,PRP
10,30,11,and,CC
10,30,12,this,DT
10,30,13,nation,NN
10,30,14,should,MD
10,30,15,be,VB
10,30,16,on,IN
10,30,17,the,DT
10,30,18,Lord,NNP
10,30,19,' s,POS
10,30,20,side,NN
10,30,21,". """,.
11,31,1,Known,VBN
11,31,2,as,IN
11,31,3,Rapa Nui,NNP
11,31,4,to,TO
11,31,5,the,DT
11,31,6,island,NN
11,31,7,',POS
11,31,8,s,PRP$
11,31,9,inhabitants,NNS
11,31,10,",",","
11,31,11,Rongorongo,NNP
11,31,12,is,VBZ
11,31,13,a,DT
11,31,14,writing system,NN
11,31,15,comprised,VBN
11,31,16,of,IN
11,31,17,pictographs,NNS
11,31,18,.,.
11,32,1,It,PRP
11,32,2,has,VBZ
11,32,3,been found carved,VBN
11,32,4,into,IN
11,32,5,many oblong wooden,JJ
11,32,6,tablets,NNS
11,32,7,and,CC
11,32,8,other,JJ
11,32,9,artifacts,NNS
11,32,10,from,IN
11,32,11,the,DT
11,32,12,island,NN
11,32,13,',POS
11,32,14,s,PRP$
11,32,15,history,NN
11,32,16,.,.
11,33,1,The,DT
11,33,2,art,NN
11,33,3,of,IN
11,33,4,writing,NN
11,33,5,was,VBD
11,33,6,not,RB
11,33,7,known,VBN
11,33,8,in,IN
11,33,9,any,DT
11,33,10,nearby,JJ
11,33,11,islands,NNS
11,33,12,and,CC
11,33,13,the,DT
11,33,14,script,NN
11,33,15,',POS
11,33,16,s,PRP$
11,33,17,mere,JJ
11,33,18,existence,NN
11,33,19,is,VBZ
11,33,20,sufficient,JJ
11,33,21,to,TO
11,33,22,confound,VB
11,33,23,anthropologists,NNS
11,33,24,.,.
12,34,1,Some,DT
12,34,2,months,NNS
12,34,3,later,RB
12,34,4,",",","
12,34,5,Michael Larson,NNP
12,34,6,saw,VBD
12,34,7,another,DT
12,34,8,opportunity,NN
12,34,9,to,TO
12,34,10,stack,VB
12,34,11,the,DT
12,34,12,odds,NNS
12,34,13,in,IN
12,34,14,his,PRP$
12,34,15,favor,NN
12,34,16,with,IN
12,34,17,a,DT
12,34,18,dash,NN
12,34,19,of,IN
12,34,20,ingenuity,NN
12,34,21,.,.
12,35,1,He,PRP
12,35,2,walked,VBD
12,35,3,into,IN
12,35,4,his,PRP$
12,35,5,bank,NN
12,35,6,one,CD
12,35,7,day,NN
12,35,8,and,CC
12,35,9,asked,VBD
12,35,10,to,TO
12,35,11,withdraw,VB
12,35,12,his,PRP$
12,35,13,entire,JJ
12,35,14,account balance,NN
12,35,15,",",","
12,35,16,but,CC
12,35,17,with,IN
12,35,18,an,DT
12,35,19,unusual,JJ
12,35,20,stipulation,NN
12,35,21,:,:
12,35,22,He,PRP
12,35,23,wanted,VBD
12,35,24,as,RB
12,35,25,much,JJ
12,35,26,of,IN
12,35,27,the,DT
12,35,28,cash,NN
12,35,29,as,IN
12,35,30,possible,JJ
12,35,31,in,IN
12,35,32,one,CD
12,35,33,dollar,NN
12,35,34,notes,NNS
12,35,35,.,.
13,36,1,Bob Murphy,NNP
13,36,2,",",","
13,36,3,the,DT
13,36,4,Senior PGA Tour,NNP
13,36,5,money leader,NN
13,36,6,with,IN
13,36,7,seven hundred thousand,CD
13,36,8,",",","
13,36,9,says,VBZ
13,36,10,heat,NN
13,36,11,shouldn,MD
13,36,12,' t,RB
13,36,13,be,VB
13,36,14,a,DT
13,36,15,factor,NN
13,36,16,.,.
13,37,1,"""",LRB-
13,37,2,I,PRP
13,37,3,don,VBP
13,37,4,' t,RB
13,37,5,think,VB
13,37,6,you,PRP
13,37,7,' re,VBP
13,37,8,going,VBG
13,37,9,to,TO
13,37,10,have,VB
13,37,11,a,DT
13,37,12,heat wave,NN
13,37,13,I,PRP
13,37,14,' m,VBP
13,37,15,not,RB
13,37,16,going,VBG
13,37,17,to,TO
13,37,18,be,VB
13,37,19,able,JJ
13,37,20,to,TO
13,37,21,handle,VB
13,37,22,", """,","
13,37,23,he,PRP
13,37,24,said,VBD
13,37,25,.,.
13,38,1,"""",RRB-
13,38,2,Everybody,NN
13,38,3,treats,VBZ
13,38,4,it,PRP
13,38,5,differently,RB
13,38,6,.,.
13,39,1,My,PRP$
13,39,2,son,NN
13,39,3,Ronnie,NNP
13,39,4,",",","
13,39,5,his,PRP$
13,39,6,caddie,NN
13,39,7,",",","
13,39,8,and,CC
13,39,9,I,PRP
13,39,10,won,MD
13,39,11,' t,RB
13,39,12,be,VB
13,39,13,riding,VBG
13,39,14,carts,NNS
13,39,15,.,.
14,40,1,With,IN
14,40,2,schools,NNS
14,40,3,still,RB
14,40,4,closed,VBN
14,40,5,",",","
14,40,6,cars,NNS
14,40,7,still,RB
14,40,8,buried,VBN
14,40,9,and,CC
14,40,10,streets,NNS
14,40,11,still,RB
14,40,12,blocked,VBN
14,40,13,by,IN
14,40,14,the,DT
14,40,15,widespread,JJ
14,40,16,weekend snowstorm,NN
14,40,17,",",","
14,40,18,officials,NNS
14,40,19,are,VBP
14,40,20,asking,VBG
14,40,21,people,NNS
14,40,22,to,TO
14,40,23,pick,VB
14,40,24,up,RP
14,40,25,a,DT
14,40,26,shovel,NN
14,40,27,and,CC
14,40,28,help,VB
14,40,29,out,RP
14,40,30,.,.
14,41,1,In,IN
14,41,2,Boston,NNP
14,41,3,",",","
14,41,4,a,DT
14,41,5,"""",LRB-
14,41,6,snow angel,NN
14,41,7,"""",RRB-
14,41,8,campaign,NN
14,41,9,is,VBZ
14,41,10,using,VBG
14,41,11,social,JJ
14,41,12,media,NNS
14,41,13,to,TO
14,41,14,encourage,VB
14,41,15,neighbors,NNS
14,41,16,and,CC
14,41,17,friends,NNS
14,41,18,to,TO
14,41,19,be,VB
14,41,20,an,DT
14,41,21,angel,NN
14,41,22,and,CC
14,41,23,help dig,VB
14,41,24,out,RP
14,41,25,the,DT
14,41,26,stranded,VBN
14,41,27,.,.
15,42,1,Greg Anderson,NNP
15,42,2,",",","
15,42,3,considered,VBN
15,42,4,a,DT
15,42,5,key,JJ
15,42,6,witness,NN
15,42,7,by,IN
15,42,8,the,DT
15,42,9,prosecution,NN
15,42,10,",",","
15,42,11,vowed,VBD
15,42,12,he,PRP
15,42,13,wouldn,MD
15,42,14,' t,RB
15,42,15,testify,VB
15,42,16,when,WRB
15,42,17,served,VBD
15,42,18,a,DT
15,42,19,subpoena,NN
15,42,20,last,JJ
15,42,21,week,NN
15,42,22,.,.
15,43,1,His,PRP$
15,43,2,lawyers,NNS
15,43,3,said,VBD
15,43,4,he,PRP
15,43,5,was,VBD
15,43,6,prepared,VBN
15,43,7,for,IN
15,43,8,a,DT
15,43,9,third,JJ
15,43,10,prison stay,NN
15,43,11,to,TO
15,43,12,maintain,VB
15,43,13,his,PRP$
15,43,14,silence,NN
15,43,15,.,.
15,44,1,Anderson,NNP
15,44,2,was,VBD
15,44,3,released,VBN
15,44,4,July,NNP
15,44,5,20,CD
15,44,6,after,IN
15,44,7,a,DT
15,44,8,two - week,JJ
15,44,9,stay,NN
15,44,10,for,IN
15,44,11,previously,RB
15,44,12,declining,VBG
15,44,13,to,TO
15,44,14,testify,VB
15,44,15,before,IN
15,44,16,a,DT
15,44,17,different grand,JJ
15,44,18,jury,NN
15,44,19,.,.
16,45,1,Steam sterilization,NN
16,45,2,is,VBZ
16,45,3,limited,VBN
16,45,4,in,IN
16,45,5,the,DT
16,45,6,types,NNS
16,45,7,of,IN
16,45,8,medical,JJ
16,45,9,waste,NN
16,45,10,it,PRP
16,45,11,can,MD
16,45,12,treat,VB
16,45,13,",",","
16,45,14,but,CC
16,45,15,is,VBZ
16,45,16,appropriate,JJ
16,45,17,for,IN
16,45,18,laboratory,NN
16,45,19,cultures,NNS
16,45,20,and,CC
16,45,21,substances,NNS
16,45,22,contaminated,VBN
16,45,23,with,IN
16,45,24,infectious,JJ
16,45,25,organisms,NNS
16,45,26,.,.
16,46,1,The,DT
16,46,2,waste,NN
16,46,3,is,VBZ
16,46,4,subjected,VBN
16,46,5,to,TO
16,46,6,steam,NN
16,46,7,in,IN
16,46,8,a,DT
16,46,9,sealed,VBN
16,46,10,",",","
16,46,11,pressurized,VBN
16,46,12,chamber,NN
16,46,13,.,.
16,47,1,The,DT
16,47,2,liquid,NN
16,47,3,that,WDT
16,47,4,may,MD
16,47,5,form,VB
16,47,6,is,VBZ
16,47,7,drained,VBN
16,47,8,off,RP
16,47,9,to,TO
16,47,10,the,DT
16,47,11,sewer,NN
16,47,12,or,CC
16,47,13,sent,VBN
16,47,14,for,IN
16,47,15,processing,NN
16,47,16,.,.
17,48,1,Owls,NNS
17,48,2,are,VBP
17,48,3,more,RBR
17,48,4,flexible,JJ
17,48,5,than,IN
17,48,6,humans,NNS
17,48,7,because,IN
17,48,8,a,DT
17,48,9,bird,NN
17,48,10,',POS
17,48,11,s,PRP$
17,48,12,head,NN
17,48,13,is,VBZ
17,48,14,only,RB
17,48,15,connected,VBN
17,48,16,by,IN
17,48,17,one,CD
17,48,18,socket pivot,NN
17,48,19,.,.
17,49,1,People,NNS
17,49,2,have,VBP
17,49,3,two,CD
17,49,4,",",","
17,49,5,which,WDT
17,49,6,limits,VBZ
17,49,7,our,PRP$
17,49,8,ability,NN
17,49,9,to,TO
17,49,10,twist,VB
17,49,11,",",","
17,49,12,Forsman,NNP
17,49,13,added,VBD
17,49,14,.,.
17,50,1,Owls,NNS
17,50,2,also,RB
17,50,3,have,VBP
17,50,4,multiple,JJ
17,50,5,vertebrae,NNS
17,50,6,",",","
17,50,7,the,DT
17,50,8,small,JJ
17,50,9,bones,NNS
17,50,10,that,WDT
17,50,11,make,VBP
17,50,12,up,RP
17,50,13,the,DT
17,50,14,neck,NN
17,50,15,and,CC
17,50,16,spine,NN
17,50,17,",",","
17,50,18,helping,VBG
17,50,19,them,PRP
17,50,20,achieve,VB
17,50,21,a,DT
17,50,22,wide,JJ
17,50,23,range,NN
17,50,24,of,IN
17,50,25,motion,NN
17,50,26,.,.
18,51,1,Even,RB
18,51,2,in,IN
18,51,3,the,DT
18,51,4,same,JJ
18,51,5,animal,NN
18,51,6,",",","
18,51,7,not,RB
18,51,8,all,DT
18,51,9,bites,NNS
18,51,10,are,VBP
18,51,11,the,DT
18,51,12,same,JJ
18,51,13,.,.
18,52,1,A,DT
18,52,2,new,JJ
